AVL,RB,B ONE,B FIVE,B TEN
36912,35,91,61,64
39055,33,113,69,65
39291,35,87,63,62
39963,34,97,65,64
39234,33,92,60,60
39863,34,98,62,61
38359,33,86,67,61
37795,31,88,64,67
39590,34,90,65,66
38421,34,92,66,66
39236,33,86,67,63
39041,32,89,63,62
38826,31,84,63,63
39130,32,87,63,63
38599,34,92,59,61
39478,34,93,62,65
38984,35,86,62,63
38640,33,89,64,71
39105,34,84,62,68
40082,35,90,67,65
38479,36,86,62,62
39676,33,106,63,71
40483,32,94,67,70
37223,32,82,76,64
39997,36,102,61,68
39590,31,88,62,60
39895,34,99,62,63
38313,34,96,61,60
40398,29,89,63,62
38963,38,90,67,63
39266,33,88,67,65
37279,32,89,63,64
40152,34,101,66,64
40292,30,84,66,61
37400,33,96,71,66
39217,33,89,64,66
39723,30,93,63,71
40759,32,86,67,66
39197,33,93,65,71
40085,31,86,64,64
37899,29,94,64,62
41549,33,85,64,66
39222,31,87,64,62
38581,34,93,70,65
37503,31,101,66,67
40016,35,92,61,67
39546,37,91,64,63
40517,32,88,62,62
39419,34,87,70,68
39646,34,83,65,67
40355,35,86,58,58
39833,33,92,69,66
39601,33,93,64,64
38148,35,82,63,64
39453,35,97,66,63
38785,35,89,66,76
38180,32,86,64,61
40997,32,94,68,63
38318,32,87,61,63
40431,32,89,71,62
38685,32,88,64,66
41166,35,87,61,64
39735,37,94,62,70
38804,36,86,70,63
38271,31,88,64,67
39870,33,90,68,65
38525,33,92,69,74
39514,33,88,66,62
39652,32,100,63,67
38471,35,94,62,62
38835,31,84,60,62
38294,34,92,65,70
41208,35,88,63,70
39248,32,85,66,69
39473,34,87,67,65
39124,35,86,65,64
38459,35,95,66,60
37922,34,94,66,61
40319,33,86,60,62
40807,32,89,65,61
40279,33,90,64,64
39058,37,88,62,60
38940,32,90,58,56
39206,34,98,68,63
39745,35,96,61,61
40440,33,99,64,64
39819,31,89,66,62
40234,36,97,67,64
40420,33,89,68,66
39618,35,90,69,65
40666,36,86,66,64
40601,32,86,68,61
39334,36,88,71,62
37887,35,93,79,62
41114,31,96,63,65
40135,34,93,61,61
42067,33,94,64,61
39914,34,87,65,61
39850,35,96,62,62
39796,32,89,60,59
39078,31,89,67,64
39522,36,95,69,64
39781,32,90,63,60
39606,36,101,66,70
41065,31,88,62,68
39980,35,97,63,76
41235,34,91,64,63
40647,36,102,67,67
40160,32,96,63,62
41287,35,89,66,66
40979,32,98,63,68
38978,33,86,61,69
39990,38,97,65,63
39073,37,88,62,61
38920,38,98,64,70
41614,33,90,69,71
39775,34,103,68,61
40957,31,87,63,65
37415,36,85,67,72
41521,32,93,66,67
41528,32,86,67,65
40970,34,94,65,63
38982,34,98,63,69
40651,33,96,64,66
38904,34,105,68,62
39458,31,89,65,63
38887,35,94,65,61
39426,31,94,64,68
40653,32,89,67,65
40657,33,81,65,60
37129,34,98,71,67
40169,32,96,60,64
39648,33,87,64,65
39317,33,88,64,60
40609,34,86,64,68
40496,35,88,67,67
41620,29,89,64,62
40579,34,99,66,70
40018,31,86,70,64
40999,37,84,64,60
40993,33,98,63,64
40536,33,88,65,60
39074,31,85,75,64
39527,32,85,64,61
39946,35,97,63,63
40634,34,84,62,64
39744,35,91,64,68
38375,37,95,67,72
39987,33,96,70,72
40519,37,87,63,67
39043,37,92,68,65
40785,37,93,66,65
41199,32,89,63,65
40193,33,94,68,62
39483,34,92,69,63
39536,31,94,66,70
41067,33,111,65,68
39765,33,89,63,75
38888,31,87,78,65
38458,31,90,63,68
40941,33,90,68,64
42604,31,88,68,65
40496,30,90,63,68
41540,35,93,67,62
40088,34,98,75,67
41138,32,89,65,67
40527,32,97,72,62
40677,33,96,65,63
39128,36,87,62,59
42877,30,89,69,63
41291,33,86,70,68
40331,33,91,61,61
39159,32,85,61,61
38199,29,88,63,62
39557,36,97,64,66
41011,35,98,70,67
40379,34,111,71,65
39732,34,87,67,68
40600,34,100,67,65
41417,32,85,75,67
39923,31,97,63,62
38311,33,85,66,72
38964,36,88,64,69
41056,33,88,61,63
39391,32,87,67,71
40027,33,89,67,70
38827,33,87,81,66
40718,31,95,68,65
40789,35,84,69,75
41511,37,94,64,60
40175,31,89,72,65
38973,34,84,61,59
41512,36,87,62,63
39536,33,104,67,71
42292,33,85,68,66
38666,34,90,70,65
40318,33,87,67,59
39499,34,87,66,65
40488,34,91,66,63
39432,32,88,65,72
39787,31,87,72,65
38737,36,96,66,67
39139,34,89,66,63
39286,33,89,66,66
39336,35,96,72,65
40575,36,96,74,64
39541,30,81,64,68
39225,30,84,64,62
41338,37,91,64,68
42365,31,92,62,65
39142,34,84,71,66
41326,36,95,67,67
41253,31,85,70,63
39965,37,95,66,62
40071,35,94,67,72
39428,32,94,60,60
39621,35,90,65,56
41189,31,89,70,64
42158,33,93,64,66
39555,33,89,64,61
40730,33,99,63,62
41812,36,90,66,63
40770,31,95,65,62
39109,33,91,62,71
39072,34,91,64,67
40972,33,87,65,61
41409,32,90,64,64
38295,29,83,63,67
41023,33,89,73,75
39512,33,83,71,61
42463,32,94,65,60
40271,35,84,65,68
42682,31,93,64,61
40039,31,90,60,58
39870,33,83,70,66
40683,32,94,69,62
41136,34,84,64,69
40371,32,89,63,64
40948,33,82,68,66
40311,34,97,67,73
40151,33,86,70,68
40456,33,93,67,65
41742,33,97,64,64
41331,33,92,66,64
40145,30,91,65,60
40975,32,96,65,65
41796,36,89,71,64
38692,34,91,62,60
40840,32,89,72,63
40355,31,84,69,63
40586,35,85,69,63
38218,31,89,66,61
40660,33,84,73,70
42626,32,86,62,58
38949,31,89,71,64
39812,32,87,68,63
43326,34,86,71,58
40692,33,95,69,64
39427,33,89,64,75
41477,30,97,66,66
40427,32,89,60,58
39741,32,87,61,62
40964,33,86,67,66
40498,32,89,65,63
42321,32,88,63,61
40230,36,96,63,60
41497,34,88,64,67
41000,32,92,68,65
40740,36,97,65,68
39014,33,95,63,67
40291,35,100,65,66
39833,37,93,68,72
38958,36,93,70,62
41177,29,82,61,61
40563,32,92,65,63
41737,33,100,68,63
40131,33,91,64,68
41092,33,95,75,68
40802,33,85,67,63
43487,36,91,67,61
39042,30,86,64,70
42924,34,103,68,65
41448,36,94,68,66
41388,36,93,70,67
40421,29,88,66,66
41255,29,95,68,66
38975,34,95,63,64
43210,32,85,65,75
41670,34,99,68,64
40848,30,91,71,63
40479,33,94,66,65
39806,34,89,70,63
40347,36,88,62,66
39430,33,87,68,60
41608,36,91,69,67
41895,35,82,63,69
40890,34,92,66,70
39365,34,91,62,61
41424,31,94,65,59
41798,34,91,69,66
41214,32,85,63,62
40629,33,88,69,61
42218,34,105,75,70
40088,32,84,62,61
39903,37,96,66,73
42440,38,90,64,69
41199,34,97,62,58
42817,35,93,66,63
40277,32,94,66,69
41102,34,91,66,64
41629,33,89,61,61
40124,35,93,65,63
40122,31,101,66,68
40254,33,91,63,57
40080,34,93,67,63
42427,34,88,71,62
41462,31,83,65,70
42375,33,88,62,62
41343,32,99,63,65
42956,33,90,64,62
40826,33,87,71,72
40182,36,104,74,69
42224,34,92,63,67
40932,32,98,62,66
41639,35,99,66,66
40368,33,101,64,64
41175,34,97,65,62
40573,35,96,65,61
42915,32,91,73,65
41663,34,98,66,65
41870,36,103,66,69
42260,30,95,67,64
42927,33,93,61,65
41236,33,84,64,61
40973,33,94,66,63
41503,35,89,69,67
42234,34,104,67,71
42560,34,98,65,63
40818,34,84,64,61
43206,35,96,68,67
40549,33,84,69,66
39688,30,87,63,62
41600,34,86,63,62
41591,34,95,71,71
38299,34,96,73,66
39876,35,87,64,67
40972,35,92,64,64
43779,28,84,64,59
40172,34,84,65,62
39464,32,92,66,63
40787,34,98,66,63
43084,33,84,67,65
40074,32,82,64,61
43143,32,87,62,64
40704,32,96,66,63
38417,39,85,67,64
41262,32,105,69,64
41007,35,90,68,60
40874,34,94,65,62
41730,33,88,70,64
41963,32,95,62,61
42009,33,91,70,68
41142,34,95,63,74
41564,33,91,63,63
39621,31,87,68,64
42227,31,90,63,66
44063,33,84,68,72
41275,34,97,68,67
41503,30,99,64,63
43675,34,87,74,65
42617,32,91,66,71
41366,35,86,64,63
43080,36,95,63,64
42753,33,102,69,63
42359,31,92,67,64
39811,32,90,72,67
41287,37,89,69,61
40856,35,93,66,62
42376,33,91,61,59
40655,35,88,62,61
41364,35,114,70,67
41757,32,94,66,73
41264,36,88,69,66
42389,30,90,67,61
41239,37,100,65,70
41507,31,83,66,64
41457,32,86,65,65
41318,34,87,65,71
41585,36,92,65,63
38302,34,94,70,74
40923,34,89,67,67
39779,33,97,63,61
41447,32,86,65,63
40657,33,98,74,68
44272,35,94,64,69
42798,31,86,71,63
41191,33,97,66,67
41441,32,81,63,57
41911,34,90,67,63
42019,35,88,65,64
41157,34,99,64,61
41830,36,96,68,66
41514,32,88,66,68
41657,31,89,63,60
41198,36,88,64,65
40540,31,84,66,71
40489,33,90,62,67
41900,30,92,63,69
41953,32,89,66,68
42214,34,94,67,64
40874,34,103,76,62
42557,34,98,63,66
40086,33,90,65,61
41550,33,92,65,65
40746,30,90,66,61
42262,34,97,67,65
40937,36,88,67,65
43229,29,84,66,62
42606,34,97,69,68
40351,37,90,66,66
41329,31,97,65,66
41478,33,87,64,65
40909,31,95,66,62
42618,32,103,64,62
40924,31,99,71,63
40436,34,84,64,63
40825,35,98,71,67
41856,33,84,64,64
38829,31,89,65,66
41037,30,94,69,70
41039,32,84,64,68
41705,31,95,65,69
39007,34,84,66,64
39753,33,88,71,66
41448,32,98,71,62
40414,34,86,65,62
43922,30,86,66,66
42604,35,90,74,63
41149,33,84,65,63
42913,32,88,76,62
41186,32,91,66,63
42484,32,94,69,66
40888,36,90,67,62
42833,34,89,71,61
42045,35,88,68,64
41440,32,85,62,59
42570,37,89,63,71
41685,36,92,73,61
41593,36,88,69,66
42400,34,92,72,69
41812,32,96,69,67
42443,33,83,67,59
42175,35,89,70,67
41038,32,93,72,63
41416,33,89,73,72
41428,32,85,67,70
41437,32,83,72,67
43290,31,94,64,65
41783,33,96,67,64
42329,32,90,66,66
43498,33,102,68,63
42867,31,97,70,67
42480,30,100,68,68
43096,34,89,66,66
43216,33,93,67,67
43580,34,99,66,66
40964,31,89,70,62
44810,36,93,65,63
42317,35,87,68,71
43477,36,92,66,66
39981,32,85,67,61
42329,34,92,63,62
40469,32,88,66,67
41050,33,87,74,61
38808,32,86,65,64
40216,38,95,72,64
41883,32,85,64,60
40626,34,98,62,63
40660,35,99,64,69
40476,33,88,68,62
42077,34,89,72,64
39010,34,92,72,67
41989,30,86,76,60
41833,32,90,63,64
43302,35,84,65,58
42863,33,96,62,62
41215,34,87,69,66
41648,34,94,75,64
45073,36,86,75,68
43259,33,98,69,66
43395,34,92,71,72
43548,32,89,65,65
42261,33,93,65,60
40829,34,94,63,62
41962,34,92,66,62
40460,32,90,64,59
41768,39,85,67,59
39954,34,89,64,63
43075,34,92,63,62
42738,31,88,62,61
41808,34,86,70,73
41085,31,84,66,65
44324,35,91,67,65
44561,32,87,70,63
42705,32,100,68,68
40974,32,88,64,67
43414,31,93,74,62
42294,33,100,70,67
42882,38,94,71,63
40972,36,85,68,66
42453,34,85,64,61
42084,34,88,67,60
40470,32,88,70,65
42139,34,85,63,60
40905,36,92,71,63
42962,38,92,68,64
43427,35,83,62,64
40649,35,100,65,68
43903,32,100,64,71
43148,31,88,69,64
42130,35,85,65,61
44383,34,88,69,64
42409,32,97,69,68
43258,32,84,62,59
41446,36,98,72,65
41018,36,93,64,65
43067,33,97,65,64
41538,34,92,74,66
42383,33,91,73,62
41375,33,87,64,68
41677,32,84,70,63
44068,36,90,63,62
41314,34,83,65,63
43414,33,86,69,61
43725,33,102,69,67
43020,37,89,68,65
42662,35,100,65,64
44240,36,91,69,70
41514,34,89,64,62
41303,32,91,65,65
43619,33,83,62,62
41022,37,89,64,60
41341,34,89,65,64
43633,35,92,61,60
44625,37,96,65,72
44645,37,96,61,66
42935,35,94,68,63
44065,33,84,72,67
43247,34,89,60,60
41896,32,101,79,66
41340,38,91,65,63
44360,34,90,65,65
40350,35,94,67,65
44199,33,93,75,63
42820,34,91,67,63
39706,31,83,63,66
43777,34,92,71,69
42376,34,99,67,70
43026,37,91,65,65
42255,35,89,66,65
42431,36,83,72,66
41540,34,92,71,66
39933,31,96,63,60
42265,33,99,66,62
43076,34,98,64,62
44281,33,90,69,62
42170,33,93,66,63
41431,34,92,75,64
41993,38,94,62,64
44324,34,103,73,65
42245,34,85,64,65
42020,34,87,70,62
43260,34,91,62,60
44074,31,89,65,67
42418,31,93,67,63
41470,32,88,68,62
43025,34,94,67,63
43484,33,84,65,63
42445,34,89,66,64
42953,34,96,72,60
42843,33,95,70,66
42911,31,90,69,71
43218,34,105,67,65
41394,36,108,67,63
44026,33,99,63,65
44503,33,92,70,65
42123,34,87,61,62
41933,35,94,65,68
44097,33,85,66,64
44565,35,94,64,66
42040,33,90,63,64
43942,34,88,67,68
44152,34,89,70,67
41114,30,84,66,65
41040,35,87,64,62
45588,36,94,64,60
41893,34,85,64,66
41412,33,90,67,61
43647,31,86,68,69
42038,35,85,66,62
44524,33,95,64,73
43770,31,90,68,64
43726,35,86,62,62
42514,33,90,65,70
43835,30,101,68,63
41957,34,87,66,64
43182,30,96,72,65
42198,33,91,66,67
43165,34,90,65,60
43113,35,92,65,63
41127,34,93,64,62
41553,34,100,64,69
42209,33,103,66,63
43816,34,91,67,64
43410,34,92,62,66
44573,32,101,68,63
43124,33,96,69,67
44035,33,92,69,61
43852,29,90,67,68
42420,35,89,67,65
44345,32,84,64,59
42616,34,86,66,74
41813,31,91,63,63
44465,33,88,70,70
44251,34,96,70,64
43462,31,89,61,58
43678,34,92,63,61
43354,30,88,73,65
43411,34,94,64,65
43050,30,94,66,64
43377,31,85,73,68
44226,34,99,66,72
43578,35,96,70,69
43761,31,93,65,61
43873,32,94,65,61
42748,33,87,67,60
44581,34,86,66,65
42928,36,89,74,65
43969,31,85,68,63
43771,31,94,66,72
41837,32,93,66,64
43998,34,91,65,64
43661,36,89,70,65
43198,33,95,68,69
41127,35,99,71,67
43805,35,102,66,59
42772,32,97,64,62
44850,30,91,70,64
43025,34,87,67,62
42141,30,100,67,64
43786,34,86,65,62
43874,36,89,69,65
43240,31,84,63,59
42117,30,89,66,69
42975,35,103,74,74
44424,31,85,68,64
43239,35,90,68,61
42235,31,86,68,68
44658,30,85,64,66
44949,34,87,76,69
42271,32,84,67,71
43730,31,94,66,63
41749,35,90,66,66
42069,35,96,70,62
43139,36,92,71,61
42156,37,96,69,75
44555,34,89,64,63
42237,33,87,73,71
42266,36,87,63,63
43964,33,89,64,63
44812,35,86,62,60
41646,36,94,67,66
43270,32,84,73,63
43218,33,102,67,63
42721,32,91,63,62
42181,35,92,67,66
43567,34,99,69,66
41865,36,98,64,63
42142,32,91,66,64
44593,33,94,69,63
42143,34,91,69,68
43692,35,102,75,71
45088,34,83,66,66
41888,32,89,66,63
40633,33,105,65,76
42224,33,91,73,66
42531,36,99,71,69
42851,32,87,66,64
43355,33,96,65,67
43581,33,84,63,65
41492,33,88,68,61
43255,35,92,67,69
43342,33,91,73,62
42522,33,81,62,63
42173,35,98,67,63
41472,35,92,63,61
43523,31,88,67,64
45215,34,92,64,59
43052,33,100,68,66
43742,33,98,70,68
44014,39,106,67,65
42112,31,86,64,64
44648,35,89,68,65
45244,32,84,66,65
43296,33,93,66,69
43729,37,87,68,63
43993,35,87,63,61
42544,31,92,68,65
42047,37,97,76,65
43069,31,88,65,67
41278,30,96,77,63
44176,29,94,64,64
43207,35,85,69,65
41931,30,94,67,63
45069,34,94,66,61
44312,36,85,66,72
44060,34,92,73,67
44803,34,88,62,62
44778,32,95,74,69
45385,33,87,73,64
44733,34,94,71,69
44108,34,88,64,73
44386,30,95,66,63
42636,32,92,66,62
44204,32,88,64,67
42622,33,84,66,67
42471,36,88,69,65
43839,36,88,66,64
43458,34,96,65,64
41820,32,88,65,62
42160,33,90,66,65
42960,32,96,67,64
45475,30,94,63,59
44052,34,89,65,65
44350,34,97,72,65
43319,34,95,66,62
42836,34,85,64,62
42443,32,86,67,61
45589,37,95,64,64
44130,35,93,68,61
45012,30,86,65,61
42688,34,89,64,62
43674,36,94,70,65
44705,33,83,62,58
43629,31,86,66,62
44547,34,94,63,63
42984,33,86,67,59
45169,35,85,65,61
41480,32,90,66,72
41806,35,95,65,70
43663,33,98,64,58
44456,33,85,69,63
43654,34,88,66,60
42558,37,93,63,63
40611,33,92,66,62
41723,32,87,62,63
43398,36,102,63,68
41729,37,96,65,61
40726,32,93,64,72
44808,32,106,71,67
43277,34,88,66,62
44484,35,87,66,67
44102,32,89,67,65
43168,32,82,65,63
43057,32,89,67,70
41862,34,102,69,63
45768,32,84,62,61
43536,33,88,65,70
42222,32,93,64,66
45345,32,92,68,67
45083,36,88,64,65
44428,36,94,69,63
44959,35,95,69,63
42717,37,98,64,66
44202,34,91,66,63
40352,34,102,64,75
43838,35,92,64,62
44474,36,101,68,62
43555,33,88,67,69
43783,32,92,68,67
45612,35,95,68,62
44001,34,87,70,62
43059,31,88,69,66
43218,30,82,63,63
43521,37,89,70,65
42832,35,87,71,66
47081,33,91,64,58
43815,31,84,67,66
44346,37,83,64,67
44408,35,84,61,59
48809,32,103,65,63
44926,35,97,66,63
45982,33,88,68,64
42437,35,88,67,66
45267,33,90,66,60
42216,35,88,64,62
43729,33,99,71,65
44198,31,87,64,63
41975,35,90,71,64
43324,38,87,72,69
43154,33,96,74,64
44936,33,94,71,64
43358,31,93,70,65
44711,36,89,66,60
42223,33,87,66,61
45542,35,87,64,63
42660,32,94,67,68
44840,31,93,68,68
45108,35,94,65,60
44064,36,102,68,66
44564,30,89,65,67
46297,34,98,79,63
44982,38,85,65,61
44923,34,88,63,61
43147,33,90,65,61
44475,37,91,72,66
45338,32,91,65,62
44751,38,84,71,66
44181,34,91,65,62
42922,32,95,73,64
44072,34,85,70,62
46259,35,98,70,66
43928,35,94,65,66
44609,29,92,69,66
45333,34,87,68,62
44577,33,87,62,59
43076,32,90,64,66
45736,32,92,70,75
44048,32,86,69,64
44070,33,84,64,64
44163,33,87,64,61
43482,34,87,63,67
45611,34,90,66,66
41328,32,84,66,69
44074,34,87,63,63
45744,35,92,66,66
44152,35,86,71,71
43703,34,101,64,67
42069,34,86,68,66
43050,33,93,72,63
42281,36,85,70,61
43573,32,88,65,64
44367,32,89,63,63
43448,37,96,68,64
44374,32,94,69,67
44117,33,93,72,66
43865,31,91,66,64
45017,36,89,62,63
42326,34,90,67,62
42315,33,89,66,68
42889,36,89,72,63
44919,32,90,72,61
43723,35,89,63,60
44835,33,101,67,64
44371,34,86,73,67
44715,30,88,65,70
43758,35,92,68,62
45891,36,97,70,63
44294,34,100,65,65
44603,33,87,63,65
44586,32,89,67,63
44474,34,90,62,63
44126,34,94,68,72
42816,30,84,68,66
43671,35,87,65,66
43639,35,107,64,61
45033,37,98,63,65
42031,33,97,62,60
43516,35,93,68,66
44567,33,89,70,65
41763,34,96,68,74
45717,32,90,66,71
44901,31,87,64,59
44479,32,85,72,69
43896,35,94,75,64
44704,34,95,63,62
45236,34,90,68,63
44739,36,96,74,67
44958,34,86,66,62
44737,32,83,72,63
43339,33,91,65,63
45055,36,92,70,69
42876,33,93,66,67
44464,32,93,62,59
44439,35,88,65,65
44472,34,93,69,66
45468,33,87,70,67
44881,31,88,69,60
42903,36,101,66,68
44782,32,99,72,59
44797,37,91,66,66
45405,33,87,66,60
44546,36,94,69,67
46816,35,94,66,66
43761,34,91,62,60
43997,33,95,72,70
46023,33,97,63,68
44254,34,102,66,69
43892,34,91,64,65
43263,38,95,67,69
44430,33,91,64,69
45311,36,103,69,68
46026,33,87,67,68
42900,34,96,67,61
45773,37,84,66,63
44043,30,89,75,65
44621,36,92,68,65
43991,33,93,67,69
43677,32,90,74,62
44915,32,84,70,65
43854,32,88,66,61
45673,31,87,66,65
46061,34,90,73,73
45796,32,96,72,69
43034,34,82,65,63
43726,34,100,66,60
46151,35,93,67,66
46177,33,99,65,65
44602,34,91,62,60
44886,34,90,66,62
45401,33,92,63,60
42610,35,91,68,63
46517,34,88,66,69
43995,34,87,71,63
44394,35,93,63,62
44903,33,86,70,71
42564,33,92,73,74
45032,33,87,70,63
42411,36,109,67,67
46222,32,93,63,60
46248,32,91,65,61
46702,33,91,67,74
45860,35,82,63,64
43693,33,90,69,67
44944,35,93,65,63
44254,33,86,63,63
43028,35,87,67,64
44689,35,92,68,68
43982,33,99,68,68
44136,33,91,64,66
44884,35,99,63,65
46355,32,98,65,63
44578,38,93,68,64
44226,36,108,66,69
46023,34,87,60,59
43084,37,88,62,57
45374,36,91,70,65
45449,31,107,76,68
46900,36,91,64,63
43120,33,97,73,62
46370,36,96,73,70
45445,31,85,63,63
45964,32,89,66,72
45793,34,96,63,60
44938,32,94,68,64
45859,34,91,65,61
45432,35,93,64,66
44553,31,93,65,67
44703,34,91,64,64
46902,34,100,70,65
44791,34,93,67,63
44049,33,89,77,66
43555,32,90,68,64
46073,31,85,64,65
46671,34,91,65,68
46084,33,93,66,69
46977,35,88,71,68
44183,35,99,67,73
44399,34,103,67,67
43746,37,97,65,65
44515,33,95,65,69
44169,36,88,64,62
45334,32,90,69,62
46095,33,90,66,69
45199,32,86,64,63
47219,32,95,64,64
45831,30,86,72,62
45126,35,87,68,66
43607,36,105,67,67
45757,32,89,67,62
42291,33,92,65,64
46083,32,84,65,62
44387,31,93,70,62
45131,33,84,61,57
43891,31,91,76,66
43986,37,98,73,68
47278,32,84,64,71
46299,36,93,66,65
44375,34,98,70,63
45715,33,83,70,60
45804,35,102,80,64
44903,33,97,69,70
43024,30,93,64,67
47220,34,94,65,58
44564,34,90,64,63
46495,33,99,63,64
45057,34,96,68,63
44270,31,93,72,70
45193,34,88,69,59
45509,37,91,66,67
46205,33,91,71,66
44621,34,92,64,67
44970,37,95,71,68
44320,37,103,70,65
45001,33,87,64,60
42853,38,93,71,72
45197,34,85,71,65
47116,34,87,63,60
47080,35,91,65,64
42307,35,91,72,66
43969,32,100,66,65
44089,34,96,70,65
46824,35,89,63,68
46265,32,90,63,62
43036,33,91,65,63
46830,33,85,66,65
45909,31,92,67,71
46016,35,96,66,62
45089,38,113,70,62
44283,33,88,66,60
43294,36,90,62,65
44349,33,93,70,62
46546,38,91,74,63
45931,38,90,65,69
45172,33,83,61,64
45268,37,105,68,67
43472,34,96,69,66
44867,36,100,63,72
45570,34,100,67,72
45947,30,98,62,67
45067,33,89,61,63
43715,32,89,72,64
46022,30,82,64,61
45639,36,98,66,68
44917,35,93,68,71
44136,35,85,62,61
46014,34,90,68,69
44683,36,111,68,64
45668,32,86,68,66
45830,37,99,66,63
44994,34,100,66,66
45745,36,109,66,65
46127,35,95,66,64
44905,35,95,67,68
47164,36,95,70,66
46201,32,92,63,65
46979,33,88,68,73
46864,35,95,67,63
47457,34,88,66,61
45057,35,89,66,70
48476,38,92,68,68
44923,32,96,64,64
45389,34,90,63,64
47232,33,95,67,65
46696,34,87,68,62
45553,34,95,66,65
45257,35,89,71,65
44917,32,89,62,65
46258,36,89,65,62
45194,33,97,66,65
45504,35,90,71,64
44673,36,92,70,63
47977,32,85,68,64
45637,35,92,66,71
43782,32,99,64,64
46560,34,92,68,64
46357,34,98,65,68
45926,33,95,64,67
45397,34,90,60,62
45553,34,94,67,67
43699,34,89,66,64
47596,36,90,66,65
45133,33,90,68,59
45889,35,97,63,66
44029,36,94,70,66
43931,34,92,72,61
47237,34,98,64,66
44579,37,99,74,72
45586,30,92,65,61
45701,34,90,64,61
45762,36,101,69,63
46643,32,88,66,62
47056,35,86,63,61
45088,33,87,68,64
47649,34,93,74,67
46187,35,89,68,63
46079,34,90,67,63
44341,34,89,63,66
44292,32,92,62,65
46469,33,96,68,62
46208,35,97,62,65
44454,31,100,74,70
45192,31,93,66,65
45762,35,93,70,62
45250,37,100,66,68
45702,39,109,65,66
44574,34,98,68,68
45045,36,87,67,62
44410,33,105,80,66
47074,32,86,65,63
44895,34,100,66,66
45088,37,93,64,68
45402,35,92,68,64
46202,35,86,65,63
44838,32,88,66,61
45179,35,90,66,69
46430,31,86,68,64
46375,32,97,70,64
45242,33,97,68,68
46311,34,87,70,64
45910,30,88,73,67
45559,35,98,72,64
45975,32,96,65,69
46004,30,92,66,66
47003,33,91,64,64
44877,32,89,67,68
43463,32,99,72,62
47323,34,96,63,65
45394,32,93,68,67
44201,36,94,64,63
45812,33,86,64,59
47742,36,93,66,69
46692,37,94,72,65
47288,32,86,63,66
45850,37,103,71,62
44516,34,92,71,69
46717,34,102,69,64
46111,32,90,67,66
45456,32,88,65,63
45465,36,99,64,60
47024,37,88,66,62
47471,33,86,65,60
45954,32,89,69,62
47292,34,94,64,64
46026,34,87,63,64
47189,34,99,64,66
44826,33,91,65,66
46413,33,94,66,60
45092,34,99,61,65
45943,33,90,66,64
45523,31,93,63,61
46801,33,87,67,72
47351,30,89,64,60
45303,35,89,68,64
46857,33,90,69,69
44577,36,105,65,66
44208,35,87,64,64
45226,32,97,66,60
43636,33,100,63,73
47956,34,96,69,63
47326,32,96,64,67
46766,32,97,64,72
46330,36,97,79,63
46611,35,91,63,63
46774,35,94,63,70
45947,36,87,63,64
45432,35,88,64,67
47521,31,90,69,65
45039,37,90,68,66
45678,32,95,68,63
45880,32,88,62,60
45912,36,101,73,67
46549,36,92,71,68
47225,35,89,71,61
48304,33,97,64,65
46715,33,93,71,61
46740,35,105,64,61
46838,38,88,67,63
46991,38,97,72,69
44728,35,93,67,57
46576,33,88,65,61
48297,32,84,68,61
47162,35,91,66,62
46661,36,100,69,68
44690,32,91,66,65
44516,35,86,64,62
44970,35,97,61,65
47070,35,88,64,69
46400,34,94,62,60
47035,34,90,70,58
47081,36,98,65,70
45419,34,98,70,65
48682,33,93,65,62
47106,35,99,70,63
46458,33,92,76,72
46001,35,98,66,63
46045,35,91,70,69
47465,31,88,64,66
47308,33,88,70,64
44648,30,92,63,63
45732,34,87,64,63
46314,32,94,63,63
45871,35,100,68,64
47048,35,103,68,66
44678,37,95,66,65
45797,30,89,61,60
46443,34,90,72,63
47229,30,104,67,64
46034,29,88,69,63
46444,29,85,65,63
45983,31,95,64,64
47157,32,98,66,66
48272,35,91,78,64
46313,33,88,71,69
47829,33,88,65,64
47826,34,97,66,65
48918,32,90,65,65
48365,31,88,67,64
47298,33,96,64,63
47865,34,89,72,65
48028,39,100,69,68
46261,32,94,70,64
44780,32,90,68,62
48122,31,95,70,62
46968,35,87,71,63
46768,32,90,70,71
46614,31,84,63,64
46098,37,91,64,62
46421,36,99,68,65
48305,32,94,63,61
48788,33,92,66,61
47299,37,91,65,60
45352,33,91,68,68
45330,34,100,60,69
45761,35,94,69,62
44827,31,98,66,68
47158,32,89,68,65
45450,35,100,71,65
46196,35,87,63,61
45860,35,85,66,61
45872,33,95,67,66
47218,33,86,62,59
45662,30,95,67,64
45695,31,92,67,69
44406,34,91,69,73
46603,33,99,74,67
48410,35,95,63,64
46723,32,88,64,61
48142,35,93,60,61
46986,35,88,68,66
45957,33,93,64,64
44919,35,92,65,64
46158,34,88,65,63
46400,34,93,72,63
46389,36,92,75,71
46854,35,90,69,67
46159,32,90,70,66
47189,35,93,64,66
47837,32,93,64,70
46820,32,91,66,68
46861,33,98,70,64
44880,34,101,63,66
45366,36,99,69,62
47836,36,95,64,68
47235,33,92,65,65
46639,36,98,76,71
45006,35,96,69,71
43972,34,100,71,66
46185,34,82,70,65
46413,36,102,67,62
44928,33,95,69,76
44485,37,87,64,63
45552,30,92,64,63
47341,34,88,64,62
47329,33,95,64,63
46797,32,93,61,60
46030,33,98,68,66
45837,36,91,63,66
46531,33,102,65,69
45272,33,88,64,65
